(10000, 38.863484144210815, 29175.221375065947, 165382.98587206649, 0.093, 3.566),
(20000, 35.763919830322266, 24258.433521094168, 203622.56031010172, 0.206, 2.543),
(30000, 36.493940114974976, 21521.830446487991, 215147.82698735478, 0.241, 2.393),
(40000, 36.703327655792236, 19117.35017631856, 218832.74411087728, 0.265, 2.308),
(50000, 36.169147968292236, 16643.099735046711, 221685.31440840496, 0.266, 2.258),
(60000, 36.51480150222778, 14449.19998848129, 224893.02706181156, 0.255, 2.373),
(70000, 36.47219681739807, 12262.335685990876, 227362.58126889972, 0.282, 2.236),
(80000, 36.56177020072937, 10652.272387193543, 227978.70253307879, 0.303, 2.149),
(90000, 36.60580134391785, 9461.8008083219775, 228290.57665862929, 0.31, 2.109),
(100000, 36.65672278404236, 7841.4417480654829, 231021.03434474886, 0.267, 2.344),
