(1000, 42.68178391456604, 26455.568009952709, 26455.568009952709, 0.0, 6.277),
(2000, 37.74465990066528, 16853.526435235523, 43309.094445188217, 0.001, 7.604),
(3000, 38.19930696487427, 8027.2170126449782, 51336.311457833253, 0.004, 5.455),
(4000, 38.16902017593384, 2687.6690418671674, 54023.980499700381, 0.004, 5.309),
(5000, 38.23450422286987, 1207.8657737055744, 55231.846273406001, 0.005, 5.148),
(6000, 38.211230754852295, 238.748852743051, 55470.595126149157, 0.005, 5.127),
(7000, 38.50821590423584, 93.330386235231387, 55563.925512384369, 0.005, 5.117),
(8000, 38.2262282371521, 33.955102565233688, 55597.880614949638, 0.005, 5.082),
(9000, 38.35266041755676, 11.52451991898538, 55609.405134868612, 0.006, 5.064),
(10000, 38.26865029335022, 3.8024498499733146, 55613.20758471857, 0.006, 5.02),
