(1000, 40.21656370162964, 30684.645829404795, 30684.645829404795, 0.0, 8.693),
(2000, 37.149112939834595, 21469.213955106752, 52153.85978451158, 0.0, 7.151),
(3000, 37.75455093383789, 12230.889130026764, 64384.74891453841, 0.003, 7.044),
(4000, 38.025827407836914, 5502.7044709418788, 69887.453385480272, 0.001, 10.232),
(5000, 37.90180492401123, 2282.3412121955985, 72169.794597675718, 0.001, 6.535),
(6000, 37.91244721412659, 455.30106650209893, 72625.095664177716, 0.001, 6.549),
(7000, 37.96654486656189, 126.08170248812168, 72751.17736666587, 0.002, 6.532),
(8000, 37.44350266456604, 45.47578666858999, 72796.653153334642, 0.002, 6.526),
(9000, 37.377699851989746, 15.496568068359958, 72812.149721403257, 0.003, 6.488),
(10000, 37.15944743156433, 5.1205063537957578, 72817.270227757166, 0.003, 6.483),
