(10000, 41.47060537338257, 31081.090366385615, 129248.99821338049, 0.485, 0.985),
(20000, 38.234867811203, 23163.259516928963, 158428.1658775938, 0.394, 1.196),
(30000, 38.251873254776, 17756.637050199974, 172971.94862115337, 0.492, 1.039),
(40000, 38.38748836517334, 14130.690790026616, 183923.03715210126, 0.673, 0.589),
(50000, 38.64524006843567, 10667.784041392159, 191376.01881651374, 0.645, 0.607),
(60000, 39.03848886489868, 8473.2857950701527, 196372.445702278, 0.577, 0.787),
(70000, 38.977564096450806, 7372.8056105975811, 201723.04731528356, 0.648, 0.641),
(80000, 38.79381990432739, 6124.8806210014009, 205889.95291543583, 0.656, 0.65),
(90000, 38.897029638290405, 5704.0776121092977, 208356.96379691915, 0.662, 0.635),
(100000, 38.92026996612549, 4774.4868096682067, 211883.42397893994, 0.695, 0.549),
(110000, 38.87356781959534, 4519.355685765222, 213733.418912597, 0.666, 0.614),
(120000, 38.93597221374512, 3495.7167999483158, 214036.45492570507, 0.606, 0.711),
(130000, 38.95082950592041, 3908.3478507330206, 218821.1968496998, 0.698, 0.53),
(140000, 38.94815945625305, 3036.7412698359863, 224692.10407001831, 0.597, 0.793),
(150000, 41.47060537338257, 31081.090366385615, 228980.05966389365, 0.657, 0.665),
(160000, 38.234867811203, 23163.259516928963, 229016.71355453663, 0.713, 0.507),
(170000, 38.251873254776, 17756.637050199974, 234898.23258886818, 0.62, 0.725),
(180000, 38.38748836517334, 14130.690790026616, 238278.87014131382, 0.688, 0.551),
(190000, 38.64524006843567, 10667.784041392159, 238409.49624354081, 0.648, 0.67),
