(10000, 367.30895829200745, 110757.59051770467, 110757.59051770467, 0.39, 0.94),
(20000, 368.20141100883484, 25143.350849273214, 135900.94136697805, 0.82, 0.24),
(30000, 368.5014154911041, 12570.466053255695, 148471.4074202333, 0.88, 0.15),
(40000, 368.1424436569214, 7939.5231316882764, 156410.9305519223, 0.9, 0.16),
(50000, 368.2156250476837, 6405.5167365237921, 162816.44728844718, 0.97, 0.04),
(60000, 368.27319598197937, 5023.5402576225806, 167839.98754606961, 0.96, 0.06),
(70000, 368.488596200943, 3748.8209986186612, 171588.80854468688, 0.95, 0.06),
(80000, 366.8596785068512, 3292.4950677652587, 174881.30361245139, 0.94, 0.07),
(90000, 365.7099871635437, 2452.4978415617607, 177333.80145401374, 0.96, 0.05),
(100000, 364.8904490470886, 2180.9666740158932, 179514.76812802948, 0.96, 0.05),
(110000, 364.8762586116791, 1629.0012792926248, 181143.76940732228, 0.96, 0.04),
(120000, 363.2139313220978, 1316.6663445298871, 182460.43575185194, 0.98, 0.03),
(130000, 362.39438819885254, 1596.0197817593523, 184056.45553360993, 0.96, 0.04),
(140000, 360.7651891708374, 969.00637808109025, 185025.46191169179, 0.96, 0.04),
(150000, 360.59834456443787, 1069.0131700418576, 186094.47508173334, 0.97, 1.2),
(160000, 360.49172496795654, 944.4705257630759, 187038.94560749686, 0.98, 0.02),
(170000, 360.41930103302, 894.66917357342061, 187933.61478106992, 0.99, 0.01),
(180000, 360.40553426742554, 527.10717127423015, 188460.72195234522, 1.0, 0.0),
(190000, 360.630334854126, 453.77144708868605, 188914.49339943498, 0.99, 0.01),
(200000, 360.250718832016, 502.29439084099334, 189416.78779027614, 0.99, 0.01),
(210000, 360.1468617916107, 301.64280538020341, 189718.43059565828, 0.99, 0.01),
(220000, 360.3768541812897, 548.23521043291646, 190266.66580609139, 0.99, 0.02),
(230000, 360.1345453262329, 233.54041233168914, 190500.20621842187, 0.99, 0.02),
(240000, 368.31234216690063, 763.36416145502108, 191263.57037987679, 0.99, 0.01),
(250000, 370.93012738227844, 443.63431690306965, 191707.20469677993, 0.99, 0.01),
(260000, 368.5484800338745, 178.26984710039676, 191885.47454388131, 0.99, 0.01),
(270000, 371.71179819107056, 96.917328339695388, 191982.39187222175, 0.99, 0.01),
(280000, 371.19055342674255, 319.06564242466311, 192301.45751464576, 1.0, 0.0),
(290000, 368.261314868927, 273.29672506893411, 192574.7542397145, 0.99, 0.01),
(300000, 369.9838836193085, 253.73809826296676, 192828.49233797748, 0.99, 0.01),
(310000, 369.36428356170654, 214.63582918333978, 193043.1281671607, 1.0, 0.0),
(320000, 368.94648337364197, 352.46193184913045, 193395.59009901073, 0.98, 0.02),
(330000, 367.1895968914032, 418.0553823090645, 193813.64548131984, 0.95, 0.05),
(340000, 364.3014612197876, 282.64392725922801, 194096.28940857877, 0.98, 0.02),
(350000, 363.1825077533722, 280.13548627557924, 194376.42489485347, 0.98, 0.02),
