(1000, 34.54738402366638, 25928.623739838837, 25928.623739838837, 0.0, 6.803),
(2000, 33.585684299468994, 15528.13822833618, 41456.761968175066, 0.001, 5.732),
(3000, 34.11572003364563, 6599.1603791951629, 48055.922347370215, 0.002, 5.586),
(4000, 33.86073708534241, 1909.95159799921, 49965.873945369531, 0.002, 5.355),
(5000, 34.178839683532715, 448.4503445825199, 50414.324289952237, 0.002, 5.468),
(6000, 33.89766526222229, 528.50210508439238, 50942.826395036529, 0.003, 5.404),
(7000, 33.85677456855774, 115.31905350388384, 51058.145448540432, 0.002, 5.37),
(8000, 33.84227633476257, 40.01506311717251, 51098.160511657661, 0.002, 5.35),
(9000, 33.77454972267151, 18.885896121459911, 51117.046407779293, 0.002, 5.331),
(10000, 33.5674467086792, 7.7036630797587122, 51124.75007085906, 0.003, 5.32),
