(10000, 357.34021401405334, 183495.57717568974, 183495.57717568974, 0.179, 1.853),
(20000, 361.44182443618774, 78679.444019531147, 262175.02119522222, 0.475, 1.184),
(30000, 363.09663486480713, 56536.486151268429, 318711.50734649075, 0.644, 0.891),
(40000, 363.29968905448914, 49011.255519874641, 367722.76286636927, 0.663, 0.915),
(50000, 363.55363416671753, 43707.09728929789, 411429.86015566974, 0.702, 0.804),
(60000, 364.2575957775116, 39315.43420854061, 450745.2943642083, 0.723, 0.913),
(70000, 364.6127960681915, 35202.647541390957, 485947.9419055992, 0.737, 0.728),
(80000, 364.85515832901, 30694.171501666606, 516642.11340726633, 0.778, 0.707),
(90000, 364.223845243454, 29469.98398715465, 546112.09739441739, 0.773, 0.707),
(100000, 362.13636565208435, 27445.063569418213, 573557.16096383799, 0.775, 0.68),
(110000, 364.14123725891113, 24404.167291362035, 597961.32825519785, 0.783, 0.672),
(120000, 363.34038829803467, 21866.128302344263, 619827.45655754069, 0.785, 0.783),
(130000, 363.81059980392456, 23752.693880363815, 643580.15043789754, 0.783, 0.666),
(140000, 365.32815504074097, 21689.693219091969, 665269.84365698742, 0.798, 0.637),
(150000, 364.8856711387634, 18048.758616031726, 683318.60227301391, 0.785, 0.639),
(160000, 364.74345898628235, 17767.447639924489, 701086.04991293245, 0.784, 0.818),
(170000, 364.73452496528625, 17671.952824460164, 718758.00273740641, 0.784, 0.636),
(180000, 365.0525116920471, 15628.34968039583, 734386.35241780221, 0.794, 0.648),
(190000, 364.3658218383789, 13114.686738894874, 747501.03915669874, 0.811, 0.649),
(200000, 363.8120450973511, 13679.386294212094, 761180.42545090755, 0.784, 1.114),
(210000, 363.5754313468933, 11521.44328597091, 772701.86873688234, 0.796, 0.657),
(220000, 363.2799677848816, 11440.894837568721, 784142.76357444935, 0.813, 0.571),
(230000, 363.40819907188416, 11256.98470241436, 795399.74827686511, 0.812, 0.591),
(240000, 363.4885289669037, 9641.2770401663929, 805041.02531703154, 0.784, 0.612),
(250000, 364.5784728527069, 10010.891018509825, 815051.91633554455, 0.812, 0.646),
(260000, 363.621963262558, 10493.984300802225, 825545.90063634235, 0.816, 0.567),
(270000, 361.32661175727844, 8919.0576806559675, 834464.95831699984, 0.83, 0.556),
(280000, 361.0633211135864, 7879.2966389011808, 842344.25495589664, 0.835, 0.528),
(290000, 360.4711945056915, 6618.8808895016982, 848963.1358454033, 0.83, 0.535),
(300000, 361.048889875412, 9541.2416644690402, 858504.37750987383, 0.824, 0.591),
(310000, 360.8110158443451, 9710.7544688342368, 868215.13197870424, 0.818, 0.561),
(320000, 360.4017803668976, 6900.6942400395665, 875115.82621874206, 0.82, 0.553),
(330000, 360.22698402404785, 6394.9074333532117, 881510.73365209787, 0.824, 0.598),
(340000, 360.12679862976074, 6184.8381549721598, 887695.57180706924, 0.815, 0.549),
(350000, 360.20997881889343, 6080.4184633675386, 893775.9902704322, 0.821, 0.548),
(360000, 360.9063947200775, 5666.7638850715784, 899442.75415550394, 0.826, 0.603),
(370000, 362.91147089004517, 5263.4621944254131, 904706.21634993015, 0.826, 0.513),
(380000, 360.6160910129547, 5585.7713532724501, 910291.98770320404, 0.817, 0.578),
(390000, 358.8072862625122, 4863.5619567514259, 915155.54965995823, 0.819, 0.554),
