(1000, 36.64499258995056, 26409.718103643583, 26409.718103643583, 0.0, 7.041),
(2000, 34.79820466041565, 15884.672402582863, 42294.390506226453, 0.001, 5.233),
(3000, 36.04345893859863, 9246.1965237449404, 51540.587029971415, 0.001, 6.576),
(4000, 35.44643759727478, 3725.2447599146976, 55265.831789886135, 0.003, 4.415),
(5000, 34.93494939804077, 909.35157704163987, 56175.183366927798, 0.002, 4.208),
(6000, 35.07060432434082, 206.8004452913639, 56381.983812219158, 0.002, 4.123),
(7000, 35.05229210853577, 662.43229209934145, 57044.416104318487, 0.001, 4.309),
(8000, 35.01437544822693, 176.94932353351697, 57221.365427852077, 0.002, 4.174),
(9000, 35.007293462753296, 44.49853883606616, 57265.86396668807, 0.004, 4.1),
(10000, 35.080952167510986, 20.663322631666194, 57286.527289319733, 0.006, 4.009),
